state,age,i_urban,i_drive_to_work,i_physical_disability,socioeconomic_index,poverty_pct,i_female,i_male,i_grad_college,i_grad_highschool,i_married,i_married_mult,personal_income,personal_nonwage_income,i_health_insurance,i_moved_in_last_year,i_moved_out_of_state_in_last_year,lived_abroad_in_last_year,time_depart,time_arrive,time_commuting,education,ability,weights
TX,39,0,1,FALSE,49.09,501,1,0,0,1,1,1,0.2,0,1,1,1,0,452,464,12,8,-3462.6490198035463,3.100634631537527e-7
TX,39,1,1,FALSE,80.26,501,0,1,1,1,1,0,35.49,0,1,0,0,0,482,504,22,11,490.46686577782384,2.8769934744877487e-7
TX,55,1,1,FALSE,29.71,394,1,0,0,1,0,1,5.2,0,1,0,0,0,482,529,47,7,-741.4998248411539,2.9130027955387477e-7
TX,36,0,1,FALSE,24.6,104,0,1,0,1,1,0,0.52,0,0,0,0,0,477,484,7,7,3490.760911148547,2.9633744142163013e-7
TX,59,1,1,FALSE,53.79,501,1,0,1,1,1,1,8.8,0,1,1,0,0,362,394,32,11,2708.6459970211326,2.979156687505347e-7
TX,69,1,1,FALSE,36.09,501,0,1,0,0,1,0,6.234,0,1,0,0,0,362,389,27,6,-681.6792181465171,2.909499119087618e-7
TX,64,1,1,FALSE,57.26,501,0,1,1,1,0,0,22.8,0,1,0,0,0,795,829,34,11,3826.4576032515906,3.2120243164259267e-7
TX,39,1,1,FALSE,29.13,113,0,1,0,1,1,0,2,0,1,1,1,0,302,364,62,6,-682.9503164910034,3.032149513445204e-7
TX,36,0,1,FALSE,38.51,377,0,1,0,1,0,0,5,0,1,0,0,0,422,434,12,6,-4106.908957515785,2.94475665806431e-7
TX,62,1,1,FALSE,24.11,220,0,1,0,1,0,0,2.9,0,1,0,0,0,452,469,17,6,-2715.6539105536303,2.9720000277831766e-7
TX,51,1,1,FALSE,43.51,501,1,0,1,1,1,1,10.62,0,1,0,0,0,407,419,12,10,1229.648117008015,2.8966870377030953e-7
TX,50,1,1,FALSE,46.26,501,1,0,1,1,1,0,13.2,0,1,0,0,0,302,349,47,11,6009.533552705376,2.8677706342059645e-7
TX,72,1,1,FALSE,36.03,90,1,0,0,1,0,0,1.1,0,1,0,0,0,467,479,12,6,-8269.652888198485,2.9153408398383237e-7
TX,25,0,1,FALSE,33.82,364,1,0,1,1,0,0,4.8,0,0,1,1,0,905,914,9,10,7784.37366454318,3.223788870225089e-7
TX,34,0,1,FALSE,47.04,501,1,0,0,1,1,0,0.3,0,1,0,0,0,462,489,27,7,-771.9322753213819,2.930868769616432e-7
TX,51,1,1,FALSE,26.31,299,0,1,0,1,1,0,3.9,0,1,0,0,0,412,419,7,7,2210.230759207825,3.015190217806891e-7
TX,37,1,1,FALSE,49.42,501,0,1,1,1,1,1,9,0,1,1,0,0,572,604,32,11,2176.8823288158164,2.9118344515634496e-7
TX,44,1,1,FALSE,27.07,211,1,0,0,1,0,0,1.53,0,1,1,1,0,362,394,32,7,2102.850901690314,3.120834482768287e-7
TX,28,1,1,FALSE,60.08,391,1,0,1,1,1,0,5.3,0,1,0,0,0,402,434,32,10,-1046.7805603596698,2.9388210440430523e-7
TX,59,1,1,FALSE,26.24,274,1,0,0,1,1,0,2.1,0,1,0,0,0,392,424,32,6,-1252.1390148410956,3.1585218208033646e-7
TX,35,1,1,FALSE,58.26,307,1,0,0,1,1,0,4.6,0,1,0,0,0,422,469,47,6,-9944.681947171874,2.9779627570318316e-7
TX,35,1,1,FALSE,25.83,443,0,1,0,0,0,0,1.5,0,0,0,0,0,422,624,202,2,-8485.997471402372,2.9470821280603607e-7
TX,37,1,1,FALSE,70.86,501,1,0,1,1,0,0,13.5,0,1,0,0,0,482,524,42,11,1102.9722302472073,2.998322523079132e-7
TX,50,1,1,FALSE,28.65,154,1,0,0,1,1,1,1.5,0,1,0,0,0,572,599,27,6,-3370.0607708000134,3.0406636669515925e-7
TX,74,0,1,FALSE,24.29,133,1,0,0,1,1,0,0.85,0,1,0,0,0,492,534,42,6,-1197.492674414283,2.993875124854189e-7
TX,54,1,1,FALSE,47.88,501,0,1,1,1,1,0,26.7,0,1,1,0,0,392,424,32,11,6928.221964081051,2.954180884091153e-7
TX,55,0,1,FALSE,47.88,195,0,1,0,0,1,1,4,0,1,0,0,0,392,424,32,5,-9990.77800735992,2.9879857538963205e-7
TX,57,1,1,FALSE,46.45,501,1,0,0,1,0,0,9.4,0,1,0,0,0,482,514,32,7,-4604.976185442756,2.909499119087618e-7
TX,66,1,1,FALSE,26.1,394,0,1,0,1,1,0,4,0,1,0,0,0,572,594,22,7,-1420.023089659133,3.1220836934600086e-7
TX,65,0,1,FALSE,31.33,501,0,1,0,1,0,1,13,0,1,0,0,0,437,484,47,7,3307.5789234634576,3.0139844086850814e-7
TX,35,0,1,FALSE,64.09,501,1,0,1,1,1,1,5.8,0,1,0,0,0,467,479,12,10,-971.1803627008267,2.961040887875317e-7
TX,30,1,1,FALSE,46.48,237,0,1,0,1,1,0,7.2,0,1,0,0,0,332,349,17,6,-6451.950258083889,2.9188512997848215e-7
TX,60,1,1,FALSE,47.88,501,1,0,1,1,1,0,15.15,0,1,0,0,0,512,544,32,11,6328.505452132158,2.9648599600003723e-7
TX,59,1,1,FALSE,25.8,119,0,1,0,0,1,0,2.03,0,1,0,0,0,422,434,12,2,-14591.071169974532,3.3697667975143253e-7
TX,31,1,1,FALSE,16.13,170,1,0,1,1,0,0,3,0,1,0,0,0,735,769,34,10,11292.178196825358,3.2781712099275423e-7
TX,64,1,1,FALSE,58.25,235,1,0,1,1,0,1,6.04,0,1,0,0,0,437,614,177,11,1721.5989794666748,2.967238141422141e-7
TX,33,1,1,FALSE,24.87,139,1,0,0,0,0,0,1.83,0,1,0,0,0,572,619,47,5,-6376.510576427947,3.0188166243762904e-7
TX,71,1,1,FALSE,36.79,451,0,1,1,1,1,0,5.75,0,1,0,0,0,1215,1234,19,10,5380.148372399446,2.929407156962398e-7
TX,32,1,1,FALSE,30.3,380,1,0,0,1,0,0,3,0,0,1,0,0,472,494,22,7,-1283.5755744483245,2.943538924067728e-7
TX,64,0,1,FALSE,24.95,313,0,1,0,1,1,1,4.2,0,1,0,0,0,377,439,62,6,-254.18362572009482,3.022303217434293e-7
TX,28,1,1,FALSE,21.76,207,0,1,0,1,0,0,3.6,0,0,1,0,0,442,459,17,6,-403.81900852871695,2.9083321302375983e-7
TX,50,1,1,FALSE,54.25,308,1,0,1,1,1,0,1.82,0,1,0,0,0,542,694,152,10,509.22421504625527,2.9482641101382146e-7
TX,39,1,1,FALSE,13.88,249,1,0,0,1,1,0,0.24,0,1,0,0,0,452,469,17,6,1107.8920160010312,2.9270582338411496e-7
TX,36,1,1,FALSE,36.09,500,1,0,1,1,1,0,6,0,1,0,0,0,362,394,32,11,6963.303995912847,2.9743837355729233e-7
TX,42,1,1,FALSE,49.09,382,0,1,1,1,0,0,5,0,1,1,0,0,412,444,32,10,1977.1121333604824,3.032149513445204e-7
TX,58,1,1,FALSE,47.88,421,0,1,1,1,1,0,2,0,1,0,0,0,332,379,47,10,3608.6248755501438,2.9270582338411496e-7
TX,38,1,1,FALSE,36.09,501,0,1,0,1,0,0,12.5,0,1,0,0,0,605,624,19,7,-4035.8197067370274,2.903668686682672e-7
TX,38,0,1,FALSE,64.09,310,1,0,1,1,1,0,4,0,1,0,0,0,457,469,12,10,-971.1803627008267,2.94707758051288e-7
TX,55,1,1,FALSE,36.79,501,1,0,0,1,0,1,7.4,0,1,0,0,0,502,524,22,8,-59.61278076457893,2.976769288337647e-7
TX,65,1,1,FALSE,17.82,339,1,0,0,1,1,0,1.8,0,1,0,0,0,275,304,29,6,122.09870742691282,3.2755525543735217e-7
TX,57,0,1,FALSE,29.09,447,0,1,0,1,0,1,5.9,0,1,0,0,0,422,479,57,6,-433.366517511593,3.0139844086850814e-7
TX,57,1,1,FALSE,22.44,281,0,1,0,1,1,0,2.4,0,1,0,0,0,422,444,22,7,2423.136542549443,2.976769288337647e-7
TX,64,0,1,FALSE,66.22,501,0,1,1,1,1,0,10.5,0,1,0,0,0,377,409,32,11,1332.1291882042287,2.956379248011552e-7
TX,44,1,1,FALSE,47.04,314,1,0,1,1,0,0,1.43,0,1,0,0,0,512,534,22,11,8928.956164287287,3.043100519970241e-7
TX,75,1,1,FALSE,19.56,416,0,1,0,1,1,0,4.39,0,1,0,0,0,467,484,17,6,-76.47848308747598,2.903668686682672e-7
TX,69,1,1,FALSE,24.87,501,1,0,0,1,1,0,0.56,0,1,0,0,0,562,594,32,7,-936.7494232639219,2.9518128010890897e-7
TX,48,1,1,FALSE,59.83,501,0,1,1,1,1,0,18.6,0,1,0,0,0,725,924,199,10,510.07152289318765,2.917680693769619e-7
TX,27,0,1,FALSE,47.88,482,0,1,0,1,0,0,2,0,0,0,0,0,975,984,9,6,-7270.897430777899,2.950562332831779e-7
TX,66,1,1,FALSE,64.56,501,0,1,1,1,1,0,15,0,1,0,0,0,362,419,57,10,75.61104267572955,2.979156687505347e-7
TX,36,1,1,FALSE,46.26,483,0,1,1,1,1,0,7.2,0,1,0,0,0,362,409,47,10,3289.652976123358,2.900175836569616e-7
TX,50,1,1,FALSE,38.51,354,0,1,0,1,1,0,4,0,1,0,0,0,332,379,47,6,-4106.908957515784,2.894363420163925e-7
TX,52,1,1,FALSE,30.3,501,1,0,0,1,0,1,8.8,0,1,0,0,0,422,449,27,8,1436.3050021336894,2.929407156962398e-7
TX,33,1,1,FALSE,47.9,221,0,1,0,1,1,0,3,0,1,0,0,0,452,484,32,7,-6060.883136235912,3.2598830966369847e-7
TX,52,1,1,FALSE,80.53,501,0,1,1,1,1,0,53.3,0,1,0,0,0,332,359,27,11,-4.095150517241564,2.92002235873328e-7
TX,70,0,1,FALSE,45.2,416,1,0,0,1,1,0,3.07,0,1,0,0,0,442,474,32,7,-4307.98896061702,2.9389622019885496e-7
TX,36,0,1,FALSE,36.09,501,0,1,0,1,0,0,11.9,0,1,0,0,0,482,494,12,7,2038.2013584354936,2.979759748739216e-7
TX,54,1,1,FALSE,30.3,159,1,0,0,1,0,0,2.1,0,0,0,0,0,472,494,22,6,-4450.603814812872,2.9470821280603607e-7
TX,60,1,1,FALSE,60.08,501,1,0,1,1,1,0,0.7,0,1,0,0,0,422,434,12,10,-1057.1868021311166,2.9470821280603607e-7
TX,35,1,1,FALSE,36.09,349,0,1,0,1,1,0,9,0,1,0,0,0,422,459,37,7,-3916.2183104152027,2.942358769561335e-7
TX,60,0,1,FALSE,27.07,501,1,0,0,1,1,0,5.83,0,1,0,0,0,935,949,14,6,-1635.2733820401154,2.949400299340964e-7
TX,30,1,1,FALSE,80.26,501,0,1,1,1,0,0,5.5,0,0,0,0,0,452,469,17,11,490.46686577782384,2.949446549550974e-7
TX,33,1,1,FALSE,53.79,501,0,1,1,1,1,0,12,0,1,1,0,0,422,444,22,10,-11.234579560878046,2.954180884091153e-7
TX,38,1,1,FALSE,46.45,378,1,0,0,1,0,0,3.2,0,1,0,0,0,497,509,12,7,-8940.382600519615,3.253375593954909e-7
TX,44,1,1,FALSE,0,501,0,1,1,1,1,0,11.9,0,1,0,0,0,362,379,17,11,7930.782000998472,2.900175836569616e-7
TX,51,0,1,FALSE,46.45,501,0,1,0,1,1,1,5.4,0,1,0,0,0,482,524,42,8,-6220.502023937603,2.921645929334648e-7
TX,50,1,1,FALSE,36.7,501,0,1,1,1,0,1,25,0,1,0,0,0,362,414,52,11,8081.7189114139765,2.9482641101382146e-7
TX,26,0,1,FALSE,24.29,180,0,1,0,1,1,0,1.33,0,0,0,0,0,422,439,17,6,-1197.492674414285,3.0390085679475227e-7
TX,55,0,1,FALSE,29.71,379,1,0,0,1,0,0,5,0,1,0,0,0,422,439,17,8,1419.711021732579,2.9239489642231746e-7
TX,28,0,1,FALSE,61.07,501,1,0,1,1,0,0,7.9,0,1,0,0,0,1025,1044,19,11,4534.956885551006,3.0823829376075344e-7
TX,56,1,1,FALSE,54.56,501,1,0,1,1,1,0,13.6,0,1,0,0,0,557,599,42,10,2770.492466538484,2.954180884091153e-7
TX,50,0,1,FALSE,54.25,471,0,1,1,1,1,0,7.4,0,1,0,0,0,377,409,32,11,3229.1047916282714,3.120220195057976e-7
TX,39,0,1,FALSE,36.03,490,1,0,1,1,1,0,3.6,0,1,0,0,0,422,444,22,10,2609.869418129566,3.052197818207815e-7
TX,39,1,1,FALSE,44.13,501,0,1,0,1,1,0,10.4,0,1,0,0,0,15,39,24,8,1825.1007228891322,2.943538924067728e-7
TX,58,1,0,FALSE,19.56,137,0,1,0,1,1,0,1.8,0,0,0,0,0,815,859,44,6,218.88069309686114,3.526559240266272e-7
TX,46,1,1,FALSE,26.09,175,1,0,1,1,1,1,0.28,0,1,0,0,0,542,559,17,11,10892.662404914863,2.8920415996993295e-7
TX,60,1,1,FALSE,21.88,354,1,0,0,1,1,0,1.56,0,0,0,0,0,452,499,47,6,-1562.8635679998006,3.107125012655706e-7
TX,41,0,1,FALSE,15.59,456,0,1,1,1,1,0,7.8,0,1,0,0,0,392,464,72,11,14943.124608116075,2.972726594913505e-7
TX,43,1,1,FALSE,53.79,501,1,0,1,1,1,1,5.5,0,1,0,0,0,477,549,72,11,3103.541123642348,3.032149513445204e-7
TX,53,1,1,FALSE,35.78,501,0,1,1,1,1,0,2.5,0,1,0,0,0,422,439,17,10,6643.554176732903,2.9887247768045975e-7
TX,29,1,1,FALSE,62.42,501,0,1,1,1,0,0,11,0,1,0,0,0,452,484,32,10,-491.44901297038086,2.9071655927466336e-7
TX,33,1,1,FALSE,47.88,501,0,1,1,1,1,0,6.5,0,1,1,1,0,452,459,7,10,4208.34138749904,2.9708088653079727e-7
TX,31,1,1,FALSE,58.54,501,1,0,1,1,1,0,7,0,1,1,0,0,512,534,22,10,742.0596386082616,2.931757898135507e-7
TX,27,1,1,FALSE,39.65,428,1,0,1,1,0,0,5.6,0,1,0,0,0,437,454,17,10,5235.857107029697,2.9648599600003723e-7
TX,50,0,1,FALSE,60.08,463,0,1,1,1,1,0,6.2,0,1,0,0,0,467,469,2,10,-1046.780560359668,2.950562332831779e-7
TX,29,1,0,FALSE,66.22,197,1,0,1,1,0,0,2.6,0,1,0,0,0,542,554,12,10,-1934.965140553788,2.9518128010890897e-7
TX,40,1,1,FALSE,24.6,154,0,1,0,1,0,0,4,0,0,0,0,0,482,494,12,6,191.65060990325946,2.993519937081377e-7
TX,29,1,1,FALSE,58.54,501,1,0,1,1,1,0,7.05,0,1,1,0,0,377,424,47,11,2863.237640872525,3.071260261689037e-7
TX,27,1,1,FALSE,54.56,364,1,0,1,1,1,0,4,0,1,0,0,0,527,539,12,10,2770.4924665384897,2.9188512997848215e-7
TX,50,1,1,FALSE,60.08,242,1,0,1,1,0,0,0.1,0,1,0,0,0,665,724,59,11,1673.1000162223427,3.0200263621111074e-7
TX,55,1,1,FALSE,49.09,492,1,0,1,1,0,0,6.5,0,1,0,0,0,437,459,22,10,1977.112133360486,3.0200263621111074e-7
TX,59,0,1,FALSE,28.3,329,0,1,0,1,1,0,4,0,1,0,0,0,452,459,7,6,-862.2210487068714,2.94707758051288e-7
TX,52,0,1,FALSE,38.51,386,1,0,0,0,1,1,3,0,1,0,0,0,245,274,29,0,-19751.58671081716,2.9297143530519256e-7
TX,52,1,1,FALSE,47.3,501,1,0,0,1,1,0,5,0,1,0,0,0,512,534,22,6,-5902.899354620908,2.9660488207130564e-7
TX,75,1,1,FALSE,36.09,501,0,1,1,1,1,0,15.77,0,1,0,0,0,422,454,32,10,4243.423419330837,2.8874033444355364e-7
TX,46,1,1,FALSE,47.45,277,1,0,1,1,0,0,3.65,0,1,0,0,0,512,559,47,10,3917.744210480727,4.053500381894081e-7
TX,31,1,0,FALSE,36.72,303,0,1,0,1,1,0,2,0,0,0,0,0,392,424,32,7,696.07539930856,3.2847267195955506e-7
TX,63,1,1,FALSE,29.71,197,1,0,0,1,0,1,2.4,0,1,0,0,0,452,484,32,6,-3461.380401423171,2.9247111273656893e-7
TX,57,1,1,FALSE,47.88,324,0,1,0,1,1,1,4,0,1,0,0,0,452,499,47,6,-7270.897430777906,2.943538924067728e-7
TX,42,1,1,FALSE,46.26,501,0,1,0,1,1,0,11.1,0,1,0,0,0,302,359,57,6,-7589.869330204689,2.9660488207130564e-7
TX,57,1,1,FALSE,23.65,144,1,0,0,0,0,0,1.9,0,1,0,0,0,347,364,17,3,-8755.120600227045,2.9899228713406545e-7
TX,57,1,1,FALSE,58.54,501,0,1,1,1,1,0,18.5,0,1,0,0,0,557,589,32,11,2863.237640872525,2.9270582338411496e-7
TX,55,1,1,FALSE,39.65,384,0,1,0,1,1,0,5.8,0,1,0,0,0,302,319,17,7,-2923.7846227163463,2.904833871143643e-7
TX,48,1,1,FALSE,50.17,501,1,0,1,1,1,0,6.8,0,1,0,0,0,397,404,7,11,921.5789535481017,2.903668686682672e-7
TX,41,0,1,FALSE,31.06,418,1,0,0,1,1,1,2.6,0,1,0,0,0,452,459,7,7,-1472.491434454726,3.0957571529171636e-7
TX,41,1,1,FALSE,19.56,157,0,1,0,0,0,0,3.2,0,1,0,0,0,482,504,22,2,-10660.64161323119,3.400846016441684e-7
TX,56,1,1,FALSE,26.39,484,0,1,0,1,1,1,3.6,0,0,0,0,0,845,874,29,7,-696.4642843558177,2.932933950931204e-7
TX,64,1,1,FALSE,30.3,134,1,0,0,1,0,1,1.08,0,1,0,0,0,452,499,47,6,-4450.603814812872,2.910666559471332e-7
TX,39,1,1,FALSE,64.09,480,0,1,1,1,1,0,5.9,0,1,0,0,0,362,389,27,10,-1168.5847233923778,3.007950018252859e-7
TX,63,1,1,FALSE,61.07,501,1,0,1,1,0,0,11.87,0,1,0,0,0,332,364,32,11,4534.956885551008,2.9624836178526196e-7
TX,41,1,1,FALSE,27.84,501,0,1,1,1,0,0,2.5,0,1,0,0,0,452,514,62,10,6431.753396317598,3.0224472419843925e-7
TX,33,1,1,FALSE,24.19,457,0,1,0,1,1,1,6.5,0,1,0,0,0,512,714,202,6,-4187.17206737548,2.899012453707762e-7
TX,41,0,1,FALSE,17.82,344,1,0,0,1,0,0,0.9,0,0,0,0,0,452,454,2,6,-179.902101388745,3.005688096217773e-7
TX,53,1,1,FALSE,64.09,501,1,0,1,1,1,0,5.4,0,1,0,0,0,437,464,27,10,-971.1803627008267,2.954180884091153e-7
TX,57,1,1,FALSE,31.85,501,0,1,0,1,1,0,6,0,1,0,0,0,482,529,47,7,2489.7346147493154,3.04188185778848e-7
TX,33,1,1,FALSE,24.95,277,0,1,0,1,1,0,4.3,0,1,0,0,0,422,459,37,6,-254.18362572009482,3.021236567920105e-7
TX,46,1,1,FALSE,47.88,501,0,1,0,1,1,1,10,0,1,0,0,0,302,364,62,6,-7270.897430777903,2.935287421820871e-7
TX,40,1,1,FALSE,28.23,138,1,0,0,0,0,0,2.8,0,0,1,0,0,482,529,47,5,-3262.9446771814373,3.249477129844507e-7
TX,35,1,1,FALSE,47.88,501,0,1,0,1,1,0,8.4,0,1,0,0,0,422,444,22,6,-6671.180918829006,3.2546760877224806e-7
TX,31,1,1,FALSE,21.41,109,1,0,0,1,0,0,2.8,0,0,0,0,0,452,484,32,6,-958.8882405165441,2.9282324682331964e-7
TX,51,0,1,FALSE,31.62,381,1,0,0,1,0,1,5,0,1,1,0,0,452,499,47,6,-3138.0303479158392,3.009240907962787e-7
TX,74,1,1,FALSE,47.04,498,1,0,1,1,1,1,6.8,0,1,0,0,0,512,574,62,10,2280.5057907483983,2.9470821280603607e-7
TX,65,1,1,FALSE,43.51,501,0,1,1,1,1,0,25.6,0,1,0,0,0,362,404,42,10,1229.6481170080224,2.88277226080582e-7
TX,61,1,1,FALSE,42.69,501,1,0,0,1,1,0,2.16,0,1,0,0,0,452,459,7,6,-6532.208832345787,2.9130027955387477e-7
TX,76,1,1,FALSE,27.07,376,0,1,1,1,0,1,4.55,0,1,0,0,0,422,544,122,10,9244.248924287936,2.9118344515634496e-7
TX,55,1,1,FALSE,24.95,342,0,1,0,1,1,0,2.8,0,1,0,0,0,285,319,34,8,5185.577527443931,3.0103615511112403e-7
TX,60,1,1,FALSE,43.51,501,1,0,0,1,1,0,15.15,0,1,0,0,0,392,424,32,6,-9157.944279065105,2.9470821280603607e-7
TX,63,1,1,FALSE,64.56,501,0,1,1,1,1,0,49.1,0,1,0,0,0,527,589,62,10,261.69729442498647,2.9235382549310293e-7
TX,59,1,1,FALSE,64.09,428,1,0,1,1,0,1,5.6,0,1,0,0,0,452,479,27,10,-1168.5847233923796,2.9553656128341037e-7
TX,30,0,1,FALSE,15.54,361,1,0,0,1,0,0,0.65,0,0,0,0,0,362,369,7,6,-713.6921541877209,2.9879857538963205e-7
TX,57,1,1,FALSE,30.85,501,1,0,0,1,1,0,7.52,0,1,0,0,0,407,464,57,7,-2779.683028995605,2.96129613606193e-7
TX,26,1,1,FALSE,58.26,501,1,0,1,1,1,0,19,0,1,0,0,0,407,429,22,10,1493.9380575251707,2.952996613568557e-7
TX,51,1,1,FALSE,28.23,501,0,1,0,1,1,0,2.5,0,1,0,0,0,755,784,29,7,2176.816475982587,3.0019293426237586e-7
TX,34,1,1,FALSE,36.09,410,0,1,0,1,0,0,7,0,1,0,0,0,452,484,32,6,-6755.7002833190345,2.957736445690321e-7
TX,39,1,1,FALSE,58.54,501,1,0,1,1,1,0,14,0,1,0,0,0,482,504,22,10,143.3570642905106,3.034579776562087e-7
TX,29,1,1,FALSE,23.65,272,0,1,0,1,0,0,7,0,0,1,0,0,462,509,47,6,19.53431445696333,2.9482641101382146e-7
TX,46,1,1,FALSE,43.51,321,0,1,1,1,1,0,8.2,0,0,0,0,0,275,294,19,10,1721.578027262949,2.963671559106175e-7
TX,53,1,0,FALSE,46.45,501,0,1,1,1,0,0,9,0,1,1,0,0,392,419,27,10,-780.740870773574,3.0382286985832893e-7
TX,43,1,1,FALSE,25.45,501,0,1,0,1,1,0,10,0,1,0,0,0,482,514,32,8,2976.0963386808144,2.9141715915720684e-7
TX,50,1,1,FALSE,19.56,249,1,0,0,0,1,0,1.6,0,1,0,0,0,482,514,32,2,-10956.000789415528,3.0163985524051156e-7
TX,30,1,1,FALSE,43.51,371,1,0,1,1,0,0,6.5,0,1,0,0,0,452,459,7,10,1229.6481170080078,3.1966490838879734e-7
TX,52,1,1,FALSE,24.87,501,0,1,0,1,1,0,7,0,1,0,0,0,605,629,24,8,1783.1311533180924,2.995920301146839e-7
TX,36,1,1,FALSE,47.88,501,0,1,0,1,1,0,3,0,1,0,0,0,542,549,7,8,-1831.1362776138776,2.958922550158385e-7
TX,42,1,1,FALSE,47.88,501,0,1,1,1,0,0,18.65,0,1,0,0,0,347,354,7,11,6328.505452132173,3.0443196536792466e-7
TX,40,1,1,FALSE,43.51,501,1,0,0,1,1,0,22.12,0,1,0,0,0,482,504,22,7,-6929.993612738021,2.936464840267039e-7
TX,59,1,1,FALSE,58.54,501,0,1,1,1,0,0,12.5,0,1,0,0,0,362,379,17,10,742.0596386082616,2.930582300204548e-7
TX,64,0,1,FALSE,64.27,501,0,1,0,1,1,0,84,0,1,0,0,0,422,444,22,6,-11988.652561852767,2.9366475559345033e-7
TX,43,0,1,FALSE,13.88,204,1,0,0,0,1,0,2.5,0,0,0,0,0,437,454,17,5,-1915.8739635895363,2.9587091662723266e-7
TX,50,1,1,FALSE,47.88,501,0,1,1,1,1,0,18.5,0,1,0,0,0,542,634,92,10,4208.3413874990365,2.9648599600003723e-7
TX,26,1,1,FALSE,40.29,266,0,1,1,1,0,0,3.5,0,1,0,0,0,362,374,12,10,5366.494763647619,3.030935086810297e-7
TX,41,1,1,FALSE,54.56,341,1,0,1,1,1,0,5.2,0,1,0,0,0,452,474,22,10,2770.4924665384897,2.931757898135507e-7
TX,30,1,1,FALSE,49.09,501,0,1,1,1,0,0,8.5,0,1,0,0,0,537,544,7,11,4696.992709942495,3.012774950481028e-7
TX,52,1,1,FALSE,42.5,501,1,0,0,1,1,1,4.36,0,1,0,0,0,482,514,32,6,-6127.897269038089,2.941179071506108e-7
TX,50,1,1,FALSE,24.95,178,0,1,0,0,1,0,3,0,1,0,0,0,362,394,32,3,-8413.825355466133,3.0115680173919424e-7
TX,49,1,1,FALSE,36.03,166,1,0,0,1,0,1,1.5,0,1,1,1,0,422,444,22,8,-2203.901742606551,3.0492009074376726e-7
TX,59,0,1,FALSE,23.05,42,1,0,0,1,0,1,0.56,0,0,0,0,0,542,554,12,6,-3124.7022642193933,2.9891627169495544e-7
TX,25,1,1,FALSE,47.88,344,0,1,1,1,0,0,4.5,0,1,1,0,0,437,444,7,10,4208.3413874990365,2.9235382549310293e-7
TX,39,1,1,FALSE,24.6,183,0,1,0,1,0,0,2.4,0,1,1,0,0,362,374,12,6,770.8803345665333,2.8735315641108637e-7
TX,51,1,1,FALSE,48.78,262,1,0,0,1,1,0,5,0,0,0,0,0,512,534,22,6,-7839.543283800907,2.934110458767637e-7
TX,63,1,1,FALSE,19.56,326,0,1,0,0,1,0,4,0,0,1,0,0,362,424,62,6,-76.4784830874778,3.0492009074376726e-7
TX,61,1,1,FALSE,40.29,439,1,0,0,1,0,1,6,0,1,0,0,0,392,439,47,6,-4879.7005751330435,2.9887247768045975e-7
TX,47,1,1,FALSE,63.81,501,1,0,1,1,1,0,10,0,1,0,0,0,432,484,52,11,5895.993244310077,3.2834146030735807e-7
TX,72,1,1,FALSE,48.78,501,0,1,1,1,1,1,8.25,0,1,1,0,0,572,604,32,11,7802.82924553944,2.939999829725506e-7
TX,24,0,0,FALSE,25.56,131,0,1,0,1,0,0,2.3,0,0,0,0,0,482,484,2,6,-224.05580038823064,3.277477966108589e-7
TX,31,1,1,FALSE,33.13,200,0,1,0,1,1,0,0.12,0,1,0,0,0,452,614,162,7,2206.5088445658475,2.9803510799368656e-7
TX,49,0,1,FALSE,47.88,501,0,1,1,1,1,1,4,0,1,0,0,0,362,389,27,10,4208.3413874990365,2.926253781646356e-7
TX,26,1,1,FALSE,33.68,393,0,1,0,1,0,0,2.5,0,1,1,0,0,905,919,14,6,-7813.328278094897,3.316370274923465e-7
TX,57,0,1,FALSE,47.88,501,0,1,1,1,1,0,7.51,0,1,0,0,0,422,439,17,10,4208.341387499044,3.0234934586701965e-7
TX,31,1,1,FALSE,36.72,266,1,0,0,1,0,0,3.5,0,1,1,0,0,302,334,32,7,882.4551471882733,2.9875271456584156e-7
TX,29,1,1,FALSE,38.51,156,1,0,0,1,0,0,4,0,1,1,0,0,452,489,37,6,-1195.4581853366708,3.050422401520984e-7
TX,35,1,1,FALSE,32.82,461,1,0,0,1,1,0,2.4,0,1,1,0,0,542,549,7,6,-4132.158723003746,2.92002235873328e-7
TX,29,1,1,FALSE,17.82,122,1,0,0,1,1,0,1,0,1,0,0,0,362,374,12,6,122.09870742691237,2.9660488207130564e-7
TX,33,1,1,FALSE,64.27,253,0,1,1,1,1,0,5,0,1,0,0,0,875,899,24,10,457.02756587461045,2.957736445690321e-7
TX,35,1,1,FALSE,54.56,501,1,0,1,1,1,0,17,0,1,0,0,0,497,514,17,11,5490.3730431204895,2.897849520810267e-7
TX,44,1,1,FALSE,48.78,341,0,1,1,1,1,0,10.3,0,1,0,0,0,1275,1324,49,10,5082.948668957419,2.9624836178526196e-7
TX,27,1,1,FALSE,47.88,242,0,1,0,1,0,0,3.2,0,1,0,0,0,452,499,47,6,-6671.1809188290135,2.941179071506108e-7
TX,27,1,1,FALSE,63.81,235,0,1,1,1,0,0,3.13,0,0,0,0,0,945,984,39,10,3176.1126677280554,3.0297211298820693e-7
TX,56,1,1,FALSE,80.53,501,0,1,1,1,1,0,48.3,0,1,0,0,0,422,434,12,11,-4.095150517241564,2.909499119087618e-7
